0,9224,58015
1,15216,59597
2,33575,78624
3,59597,97898
4,78624,116042
5,97898,0
6,116042,130151
7,130151,138611
8,138611,0
9,150958,150958
10,152025,152025
11,140313,0
12,132043,140313
13,126722,132043
14,117647,0
15,105661,126722
16,94658,117647
17,89172,105661
18,88884,94658
19,92019,89172
20,98151,88884
21,99673,92019
22,99439,98151
23,102313,99673
24,100106,99439
25,103506,102313
26,103333,100106
27,98531,103506
28,98658,103333
29,96512,98531
30,95499,98658
31,95437,96512
32,89645,95499
33,86469,95437
34,82817,89645
35,79590,86469
36,76941,82817
37,74179,79590
38,71221,76941
39,69242,145400
40,66625,69242
41,64286,66625
42,62202,126488
43,61560,120468
44,58908,56293
45,56293,110799
46,56501,110799
47,54298,52467
48,55656,104823
49,55143,108612
50,52467,107143
51,52826,55627
52,51997,113797
53,53920,117944
54,54692,60883
55,52823,124320
56,54320,63212
57,55627,128575
58,56090,65901
59,57707,68660
60,58558,146073
61,59386,79422
62,60883,79110
63,61746,84377
64,62574,85925
65,63212,92718
66,63831,96114
67,64744,95558
68,65901,100858
69,68660,101827
70,70175,108343
71,75898,114577
72,79422,0
73,79110,116588
74,84377,120695
75,85925,124243
76,92718,0
77,96114,128864
78,95558,133287
79,100858,0
80,101827,137830
81,108343,143369
82,114577,0
83,116588,150069
84,120695,156500
85,124243,0
86,128864,163997
87,133287,0
88,137830,172629
89,143369,0
90,150069,185894
91,156500,0
92,163997,189715
93,172629,0
94,185894,196151
95,189715,0
96,196151,209423
97,209423,0
98,213426,0
99,234937,213426
100,248627,0
101,253549,234937
102,272246,0
103,281025,0
104,299191,248627
105,318628,0
106,320685,253549
107,325182,0
108,330630,0
109,331114,272246
110,327961,0
111,321439,0
112,314088,281025
113,306540,0
114,297767,0
115,289373,299191
116,281782,0
117,272789,0
118,268513,0
119,262557,318628
120,254585,0
121,244947,0
122,247445,320685
123,240813,0
124,223256,0
125,220914,0
126,210605,325182
127,212725,0
128,208575,0
129,193522,330630
130,192781,0
131,188987,0
132,186446,0
133,182620,331114
134,178773,0
135,176225,0
136,170807,327961
137,166756,0
138,161845,0
139,157374,0
140,151266,321439
141,146840,0
142,140757,0
143,135838,314088
144,131713,0
145,128325,0
146,120300,306540
147,112619,0
148,109609,0
149,103190,297767
150,105315,0
151,102944,0
152,96086,289373
153,96324,0
154,92213,0
155,93128,281782
156,94858,0
157,92147,0
158,91109,272789
159,90616,0
160,89721,0
161,89135,268513
162,88153,0
163,87004,0
164,85655,262557
165,84080,0
166,82971,0
167,82710,254585
168,82866,0
169,79960,244947
170,77311,0
171,77008,0
172,72143,247445
173,71175,0
174,65857,240813
175,56762,0
176,51511,0
177,44315,223256
178,40203,0
179,35465,220914
180,29600,0
181,26610,210605
182,24409,0
183,21811,0
184,20440,212725
185,19646,0
186,19316,208575
187,19258,0
188,19327,193522
189,18554,0
190,18354,192781
191,17772,0
192,17030,188987
193,15900,0
194,14962,186446
195,13633,0
196,13449,182620
197,12508,0
198,11280,178773
199,10749,0
200,10058,176225
201,9704,0
202,9109,170807
203,8230,166756
204,8048,0
205,7486,161845
206,7146,0
207,7276,157374
208,7009,151266
209,7227,0
210,7533,146840
211,8037,140757
212,9029,0
213,10690,135838
214,12777,131713
215,15716,0
216,19304,128325
217,23838,120300
218,27963,112619
219,32210,109609
220,33246,103190
221,32934,105315
222,32622,0
223,29770,102944
224,28281,96086
225,25318,96324
226,20582,92213
227,16181,93128
228,10717,94858
229,6293,92147
230,3442,181725
231,1737,89721
232,970,89135
233,678,88153
234,457,87004
235,313,85655
236,284,84080
237,228,82971
238,216,82710
239,227,82866
240,250,157271
241,236,77008
242,256,72143
243,253,137032
244,293,56762
245,211,136029
246,136,91675
247,132,86306
248,112,94809
249,81,105254
250,62,89086
251,85,97322
252,81,84011
253,84,98802
254,148,83369
255,940,65685
