0,0,35985
1,0,80650
2,0,109498
3,5,79701
4,34,94978
5,92,112423
6,190,0
7,427,133397
8,822,149375
9,1526,0
10,2480,180616
11,3892,0
12,5782,0
13,8419,200513
14,12316,0
15,18339,209093
16,26512,0
17,35799,223113
18,47485,0
19,62013,223106
20,79701,0
21,94978,0
22,112423,225646
23,133397,0
24,149375,226681
25,180616,0
26,200513,0
27,209093,212331
28,223113,0
29,223106,203663
30,225646,0
31,226681,197447
32,212331,0
33,203663,192312
34,197447,0
35,192312,188462
36,188462,0
37,185119,185119
38,182365,0
39,179591,182365
40,176340,0
41,174849,179591
42,173596,0
43,175494,176340
44,168909,174849
45,163711,0
46,165815,173596
47,160580,0
48,165992,175494
49,164005,0
50,154054,168909
51,154509,0
52,148800,163711
53,151755,165815
54,149288,0
55,140718,160580
56,141647,0
57,139750,165992
58,136803,0
59,135837,164005
60,134258,154054
61,132585,0
62,131197,154509
63,129612,148800
64,127483,0
65,124797,151755
66,121002,0
67,117492,149288
68,116291,140718
69,115293,0
70,112495,141647
71,115612,139750
72,115239,0
73,109280,136803
74,110207,135837
75,107310,134258
76,110748,0
77,109952,132585
78,103733,131197
79,105059,0
80,101661,129612
81,103483,127483
82,105754,124797
83,102807,0
84,103304,121002
85,103770,117492
86,104859,116291
87,107368,115293
88,108770,0
89,111620,112495
90,115285,115612
91,119514,115239
92,123797,109280
93,129171,110207
94,137858,107310
95,139669,0
96,142710,110748
97,151496,109952
98,153364,103733
99,165973,105059
100,170467,101661
101,166852,103483
102,172440,105754
103,170338,102807
104,173160,103304
105,176682,0
106,169501,103770
107,164087,104859
108,158877,107368
109,153155,108770
110,146248,111620
111,139863,115285
112,133948,0
113,127107,119514
114,120990,123797
115,114748,129171
116,108851,0
117,103970,137858
118,100410,139669
119,96304,0
120,94286,142710
121,90475,151496
122,92670,0
123,92483,153364
124,88415,0
125,89753,165973
126,89174,0
127,93230,170467
128,94329,166852
129,91055,0
130,94353,172440
131,96370,0
132,97896,170338
133,99330,0
134,101076,173160
135,103255,0
136,106194,176682
137,109604,0
138,113484,169501
139,118100,164087
140,123937,0
141,130913,158877
142,138775,0
143,147845,153155
144,158244,146248
145,172320,0
146,180032,139863
147,188976,133948
148,206314,127107
149,213816,0
150,234804,120990
151,246140,114748
152,244994,108851
153,254360,103970
154,252025,100410
155,257052,96304
156,260502,94286
157,248252,90475
158,237270,92670
159,225092,92483
160,210380,88415
161,193342,89753
162,177355,89174
163,160286,93230
164,144669,94329
165,128390,91055
166,114452,94353
167,100931,96370
168,89949,97896
169,77438,99330
170,65648,101076
171,58386,103255
172,50185,106194
173,44607,0
174,39303,109604
175,32677,113484
176,29432,118100
177,26012,123937
178,24505,0
179,23133,130913
180,20748,138775
181,20545,0
182,20154,147845
183,19952,0
184,19692,158244
185,19870,172320
186,20102,0
187,20635,180032
188,21020,0
189,22052,188976
190,23075,0
191,24402,206314
192,25937,0
193,27826,0
194,29161,213816
195,30279,0
196,32727,234804
197,32784,0
198,31263,0
199,30957,246140
200,28774,0
201,28492,244994
202,27182,0
203,24315,0
204,23490,254360
205,21571,0
206,21130,0
207,20652,252025
208,19793,0
209,19242,0
210,19074,257052
211,18851,0
212,19004,260502
213,19437,0
214,19495,0
215,19642,248252
216,20162,0
217,20325,237270
218,20570,0
219,21043,0
220,20759,225092
221,20617,0
222,21585,210380
223,21112,0
224,22394,193342
225,22602,0
226,21572,177355
227,22233,0
228,22045,160286
229,22569,144669
230,22822,0
231,22996,128390
232,23174,114452
233,23638,100931
234,24090,89949
235,24282,143086
236,24526,58386
237,24663,134095
238,24934,88121
239,24729,88931
240,24206,99770
241,23347,86782
242,21676,107326
243,19542,95790
244,15665,90994
245,11373,79989
246,7072,106636
247,3897,95608
248,1508,79624
249,368,104574
250,184,87680
251,153,89669
252,195,93898
253,198,98405
254,222,93958
255,959,61336
