0,0,19741
1,0,95039
2,0,100305
3,0,0
4,0,150678
5,0,0
6,1,195545
7,43,0
8,549,237228
9,3955,0
10,15193,0
11,34687,0
12,60352,285999
13,100305,0
14,150678,0
15,195545,329742
16,237228,0
17,285999,0
18,329742,0
19,357774,357774
20,368117,0
21,340188,0
22,304312,0
23,280504,368117
24,255716,0
25,258869,0
26,257216,340188
27,251813,0
28,264089,0
29,265268,0
30,277788,304312
31,288749,0
32,284004,0
33,284668,280504
34,284704,0
35,283725,255716
36,286612,0
37,289796,0
38,290127,258869
39,287078,0
40,282015,0
41,272492,257216
42,260132,0
43,250609,251813
44,226903,0
45,204590,0
46,191786,264089
47,172087,0
48,163980,0
49,150228,265268
50,130250,0
51,120228,0
52,107832,277788
53,100303,0
54,91008,0
55,77923,288749
56,72139,0
57,66276,0
58,61502,284004
59,56914,0
60,53766,0
61,51234,284668
62,48695,0
63,46366,0
64,44432,284704
65,42072,0
66,39201,0
67,36484,283725
68,33394,0
69,31399,0
70,28169,286612
71,26751,0
72,25223,0
73,22582,289796
74,21575,0
75,20804,0
76,20757,290127
77,20558,0
78,19221,0
79,20014,287078
80,19247,0
81,19910,0
82,20853,282015
83,19815,0
84,20129,0
85,19693,272492
86,19825,0
87,19659,0
88,19773,260132
89,19492,0
90,19415,0
91,19292,250609
92,19150,0
93,18948,226903
94,19135,0
95,18365,204590
96,17502,0
97,17672,191786
98,17202,0
99,17813,172087
100,17318,0
101,16455,163980
102,16315,0
103,15756,150228
104,15792,130250
105,16207,120228
106,15403,107832
107,15472,100303
108,15314,91008
109,15142,77923
110,15296,72139
111,15146,127778
112,15150,56914
113,15209,105000
114,15322,95061
115,15182,125705
116,15658,101277
117,15827,80143
118,16413,106276
119,16897,78392
120,17505,100315
121,17810,97631
122,19152,93100
123,20282,102775
124,20160,93944
125,21205,91265
126,21702,97482
127,23530,77404
128,24399,90836
129,24137,102012
130,25535,106516
131,26050,78403
132,26290,106768
133,26502,86642
134,26718,91038
135,26851,102097
136,26445,71293
137,26428,116869
138,25864,83169
139,26111,88503
140,26244,93465
141,26522,98574
142,26636,103996
143,27366,54389
144,27896,108644
145,29517,111925
146,29229,60000
147,29309,118085
148,30678,118479
149,31051,62009
150,33367,123147
151,34781,62080
152,33949,125433
153,35272,63327
154,36021,127064
155,37486,63498
156,39431,127998
157,39952,64233
158,41249,63936
159,41920,126497
160,43863,123237
161,44640,61864
162,45891,119015
163,47574,56860
164,48861,108992
165,49713,101430
166,51287,91730
167,52709,84603
168,54389,110784
169,54460,96964
170,54184,86681
171,56241,104258
172,55684,91430
173,60000,81117
174,59603,82552
175,58482,120610
176,59496,84001
177,58983,99269
178,62009,108275
179,62716,0
180,60431,110112
181,62080,111446
182,62768,112225
183,62665,115976
184,63327,0
185,63334,126684
186,63730,144975
187,63498,0
188,63782,169071
189,64216,0
190,64233,200370
191,63936,0
192,63434,0
193,63063,253169
194,62541,0
195,60696,0
196,61864,306273
197,61391,0
198,57624,0
199,56860,0
200,54439,389458
201,54553,0
202,52727,0
203,48703,0
204,47103,0
205,44627,0
206,42821,0
207,41782,631330
208,38804,0
209,36794,0
210,35186,0
211,33559,0
212,32193,0
213,31212,0
214,29810,0
215,28659,0
216,28212,0
217,27070,992037
218,26359,0
219,26092,0
220,24737,0
221,23930,0
222,23252,0
223,21916,0
224,22332,0
225,23491,0
226,25805,0
227,31821,0
228,37551,0
229,45001,0
230,54712,0
231,65898,0
232,84001,0
233,99269,0
234,108275,0
235,110112,1642328
236,111446,0
237,112225,0
238,115976,0
239,126684,0
240,144975,0
241,169071,0
242,200370,0
243,253169,0
244,306273,0
245,389458,0
246,631330,0
247,992037,0
248,1642328,0
249,1734947,0
250,162485,0
251,1844,0
252,84,0
253,117,1734947
254,76,0
255,35,164641
